,ifsz,formality_f,len_sent,sconj_per_sent,avg_dep_depth,verbs_per_sent,ttr,redundancy,herdans_c,root_ttr,pos_noun_ratio,pos_verb_ratio,pos_adj_ratio,pos_adv_ratio,pos_pron_ratio,pos_det_ratio,pos_adp_ratio,error_rate,sig_punct_ratio,sig_excl_per_sent,sig_q_per_sent,sig_ellipsis_per_sent,sig_quotes_ratio,sig_uppercase_ratio,sig_repeated_char_ratio,sig_avg_word_len,sig_long_word_ratio,sig_stopword_ratio,sig_digit_ratio,sig_percent_ratio,sig_intensifier_ratio,sig_se_per_sent,sig_hedge_ratio,sig_proper_like_ratio,sig_burstiness
pos_noun_ratio,-0.3020112437005446,0.8284689443214195,0.18217123000380359,-0.3829269212583332,0.019181204010896836,-0.32619271392637866,-0.05085928237507793,0.05085928237507793,-0.14055589169684085,-0.16127175047434397,1.0,-0.7354984425029466,0.007204636127926301,-0.6135617450758337,-0.6432583413227538,0.07123496246672903,0.4982046958947463,0.08116867510207303,0.007798683599445692,-0.07180118526985944,-0.17589644118536116,-0.07178849741727854,-0.17991667485026674,0.5265446951992667,-0.08901954450755074,0.4109732305837727,0.3139570280324748,-0.41388683953405786,-0.08324576773092385,-0.0666257522456098,-0.1446768285289738,-0.1630336139218764,-0.04085598105207784,0.7612236227663454,-0.026511990133956744
pos_verb_ratio,0.24261091966164913,-0.8866413272093459,-0.12230189268141729,0.4553836763680328,0.011991825506989025,0.5442139562671101,0.14504661773834449,-0.14504661773834449,0.19257621605236325,0.03537355146625533,-0.7354984425029466,1.0,-0.2643057848569266,0.5062824617181384,0.6554730010019779,-0.2334266059486343,-0.562869014365511,-0.08300089001913306,-0.07778524101444682,0.03739154615082861,0.11181332517867526,-0.0021131057768635805,0.22846309104876508,-0.28504951258314937,-0.07059837730762271,-0.4203131727614818,-0.3692497687984681,0.13936487328455086,-0.0963470928150877,-0.02389794263316669,0.13650023007143883,0.14275023774412943,0.009629862693528772,-0.45329856820018355,0.011220284867219866
pos_adj_ratio,-0.14619097633616163,0.3258275761358485,0.0006191627281642709,-0.16784947518588963,0.060278190485119794,-0.15192191915915734,0.0477796551659985,-0.0477796551659985,0.11895816328454338,0.13722849101870588,0.007204636127926301,-0.2643057848569266,1.0,-0.1420427798883635,-0.32044462399569096,0.1986673643388163,0.12562112572876782,0.07428712825339172,-0.23890377458293913,-0.06598753476136628,-0.0345974141077108,-0.010083355324704927,-0.09995339246423873,-0.24902949603359809,0.06955193329182464,0.44570337079888045,0.3942227501887681,-0.26663167835074986,0.16580465224968524,0.07913073689545344,0.010630476731562316,-0.15790236293293186,0.09323790026058854,-0.1907535854249534,-0.016635647158120923
pos_adv_ratio,0.2540250976023274,-0.6910396360182872,-0.13120477635701122,0.32491460391808047,-0.0924628051551308,0.2326203212271453,0.04208893289896565,-0.04208893289896565,0.12339297560812165,0.1451780311439279,-0.6135617450758337,0.5062824617181384,-0.1420427798883635,1.0,0.4303151272924213,-0.22111167159442985,-0.48601847410332133,-0.08626820385291989,0.02680977627703612,0.1491634573662605,0.12856389655621867,0.06812246554578587,0.0973795254486794,-0.1911106353390581,0.030803018763609625,-0.36216666713208145,-0.35862909704316415,0.16504630305718987,-0.062044339648216755,0.08665855953062111,0.10477113304554474,0.031406033410801504,0.011107691840730717,-0.4053926541333609,0.0510193994139612
pos_pron_ratio,0.23900414959080551,-0.8053790529271279,-0.0822386467050932,0.33221362350079536,0.03340237428663312,0.36250858216021936,0.1070776279168113,-0.1070776279168113,0.15836204785716806,0.0366321953456382,-0.6432583413227538,0.6554730010019779,-0.32044462399569096,0.4303151272924213,1.0,-0.2697505067031594,-0.4850299328246392,-0.04779761283677002,0.016539292833031013,0.08512773767498517,0.2062149528931542,0.05157327748042909,0.11203198737489801,-0.1842271828185554,-0.02488457158552712,-0.5203495606133062,-0.4411273129554883,0.37137552651611466,-0.07070879227425902,-0.07068369766328512,0.143992689635106,0.3507719818491925,-0.03758093460661313,-0.3465135023443579,0.09284717410207703
pos_det_ratio,-0.0936255060231322,0.3549790591219664,0.009444922168311614,-0.13525278444212724,0.026380931854873797,-0.09653455066371892,-0.11635446366555902,0.11635446366555902,-0.12398748699555931,0.044365961958882046,0.07123496246672903,-0.2334266059486343,0.1986673643388163,-0.22111167159442985,-0.2697505067031594,1.0,0.15474520255538965,0.05560058411806988,-0.34561119270456697,-0.08714373281983064,-0.029445286308460963,-0.04719066225917967,-0.17060680030054617,-0.28389901156263125,0.019742514042766324,0.16881361611756351,0.20953052856674595,0.2692521262298777,0.09079752102720494,0.03923947359961598,0.028297458962633294,0.01790068469340665,0.07964059008547625,-0.22099837992131646,-0.04543276569538866
pos_adp_ratio,-0.3234071509624471,0.6989269538467148,0.22468278789610766,-0.2546880651548759,0.14903664220373686,-0.17299983080389625,-0.14058437905362994,0.14058437905362994,-0.23972035747641765,-0.1963361463798093,0.4982046958947463,-0.562869014365511,0.12562112572876782,-0.48601847410332133,-0.4850299328246392,0.15474520255538965,1.0,-0.060184647950270835,-0.3396402065265511,-0.20313630951193548,-0.25071918425265477,-0.12792456551828835,-0.3213534237308502,0.0696675764421936,0.0029220419044269177,0.29576148765687554,0.35657431636578735,0.12781770300267922,0.1593981488123688,0.03802877806029614,-0.1531610725353154,0.03956531446513072,0.03277516760909959,0.2523939421546936,-0.04226821685724485
error_rate,0.04082065624445863,0.06459129614429462,-0.036862758626518,-0.0761515351566844,-0.025201762888774442,-0.07814385236825454,-0.02930049114609152,0.02930049114609152,0.047207280879513126,0.1784982227297624,0.08116867510207303,-0.08300089001913306,0.07428712825339172,-0.08626820385291989,-0.04779761283677002,0.05560058411806988,-0.060184647950270835,1.0,0.09486391877055111,0.0935067336357855,0.098608826821634,0.025655492262304024,-0.034919383135086024,-0.00034178836358319555,0.06805971343385388,0.0704100930822126,0.03578539629173257,-0.08030135189536197,0.058943063415604326,-0.002895923205447,-0.009455368711188263,-0.010068009225814767,-0.056014061041274515,0.0625306195559986,0.003323544247842768
sig_punct_ratio,0.3363986131773183,-0.13920070170547644,-0.25012604853037396,-0.23328139526975145,-0.3042941122166486,-0.28207451954646073,-0.023282455517065186,0.023282455517065186,-0.0049153552183878926,0.07542819802940477,0.007798683599445692,-0.07778524101444682,-0.23890377458293913,0.02680977627703612,0.016539292833031013,-0.34561119270456697,-0.3396402065265511,0.09486391877055111,1.0,0.193870664810641,0.16385811768533254,0.17523464242686565,0.4088874093205102,0.3827917667735888,0.12885510444230194,-0.20454270830805305,-0.2523495800528765,-0.1612759462069292,-0.0928928133195862,0.06833499906915615,-0.009508402261264488,-0.22493328913517563,-0.07431339564395699,0.1661756851396881,-0.05567128977852641
sig_excl_per_sent,0.17539243096033957,-0.12496795979192486,-0.1603501916157914,-0.05472444864668498,-0.1273731430492548,-0.10557434397115742,-0.006144595807755276,0.006144595807755276,0.04817723411314419,0.15111053180211118,-0.07180118526985944,0.03739154615082861,-0.06598753476136628,0.1491634573662605,0.08512773767498517,-0.08714373281983064,-0.20313630951193548,0.0935067336357855,0.193870664810641,1.0,0.1634578820295749,0.14738405297817586,0.013259742273822935,0.06421074487561816,0.19265989411603895,-0.061785886362755026,-0.07080258697992932,-0.0764460565973463,0.023177646080290878,-0.010192977461761784,0.12060404805911193,-0.11184702104773649,-0.04676068182547293,0.0002444903111640876,0.08134780386416747
sig_q_per_sent,0.2251583944137671,-0.20634420911197832,-0.23178272779097833,-0.027306372321201308,-0.1755312954534462,-0.12628951771432226,-0.10598761332864579,0.10598761332864579,-0.0475564808846422,0.21100850950982203,-0.17589644118536116,0.11181332517867526,-0.0345974141077108,0.12856389655621867,0.2062149528931542,-0.029445286308460963,-0.25071918425265477,0.098608826821634,0.16385811768533254,0.1634578820295749,1.0,0.07387772459826708,-0.039342067338733536,-0.03049588902933662,0.10957729041018721,-0.10212427692133354,-0.11240150308194748,0.005095295906537761,0.09616281882753386,0.021786165930769673,0.1307250073506935,-0.11102281568176578,0.04666901638552543,-0.13694304331855442,0.08231852851323275
sig_ellipsis_per_sent,0.16904536187980407,-0.07426762888415804,-0.14236350479854565,-0.0722791987806434,-0.14069621530743656,-0.12608987653225887,-0.08275968801069292,0.08275968801069292,-0.03405172523649492,0.16422785280650953,-0.07178849741727854,-0.0021131057768635805,-0.010083355324704927,0.06812246554578587,0.05157327748042909,-0.04719066225917967,-0.12792456551828835,0.025655492262304024,0.17523464242686565,0.14738405297817586,0.07387772459826708,1.0,0.05564936356490366,0.01440519112760075,0.5509070913018465,-0.07893235091701067,-0.054924254782050645,0.027364865522185665,0.11108558976215414,0.03652043492954071,0.04033355079271062,-0.07897887100492869,-0.04538969790488668,-0.03771949052389666,-0.035599776680708295
sig_quotes_ratio,0.06725645417885286,-0.26699532682871097,0.021966202115271765,0.14703695921508278,0.03066072510161998,0.16760308305664803,0.0365067790123202,-0.0365067790123202,0.06685424154525002,0.09011705069739985,-0.17991667485026674,0.22846309104876508,-0.09995339246423873,0.0973795254486794,0.11203198737489801,-0.17060680030054617,-0.3213534237308502,-0.034919383135086024,0.4088874093205102,0.013259742273822935,-0.039342067338733536,0.05564936356490366,1.0,0.058563049429772494,0.00047282686011206434,-0.1103924227984083,-0.13317998012657645,-0.07109138026476897,-0.1926645501035648,-0.06767643046349364,0.05645973970862182,-0.08329231674810751,0.0035634145021462447,0.04542796999702327,0.06434389233090977
sig_uppercase_ratio,-0.09091685236128051,0.2477663380460282,0.10345157418939098,-0.15119098947777734,-0.028439273282763054,-0.15188753153083465,-0.010374035764762089,0.010374035764762089,-0.09899722170578827,-0.17197034917367315,0.5265446951992667,-0.28504951258314937,-0.24902949603359809,-0.1911106353390581,-0.1842271828185554,-0.28389901156263125,0.0696675764421936,-0.00034178836358319555,0.3827917667735888,0.06421074487561816,-0.03049588902933662,0.01440519112760075,0.058563049429772494,1.0,-0.12927207022941412,-0.05868251127044069,-0.12205563531840705,-0.31559450267280603,-0.32308924488890417,-0.02591951866762985,-0.05761700597934778,-0.11015737201439611,-0.02676829232716195,0.7086328092514482,0.051456234513579856
sig_repeated_char_ratio,0.22753639965128317,-0.0010733723889495533,-0.22091817695291735,-0.14670221099300185,-0.1576534301266261,-0.20489000587325445,-0.13722956200736586,0.13722956200736586,-0.08544295639911198,0.19933317976509432,-0.08901954450755074,-0.07059837730762271,0.06955193329182464,0.030803018763609625,-0.02488457158552712,0.019742514042766324,0.0029220419044269177,0.06805971343385388,0.12885510444230194,0.19265989411603895,0.10957729041018721,0.5509070913018465,0.00047282686011206434,-0.12927207022941412,1.0,0.043958939956365885,0.0661095126394592,0.0772998493231292,0.488232079242739,0.11765067586721727,0.03875345354618907,-0.12005056667872295,0.030994425828190224,-0.09600901345112325,-0.0562101355976726
sig_avg_word_len,-0.431881111742826,0.5314199745622477,0.11559286895452144,-0.23809488257251626,0.12188180670533143,-0.16968437384079363,0.011531438713227746,-0.011531438713227746,0.03907017876525185,0.08384269188756353,0.4109732305837727,-0.4203131727614818,0.44570337079888045,-0.36216666713208145,-0.5203495606133062,0.16881361611756351,0.29576148765687554,0.0704100930822126,-0.20454270830805305,-0.061785886362755026,-0.10212427692133354,-0.07893235091701067,-0.1103924227984083,-0.05868251127044069,0.043958939956365885,1.0,0.8886998679092664,-0.378830057265604,0.12091560225678896,0.02397808116188711,-0.0847384983422116,-0.12499820103870889,0.05478341249333773,0.1576954817027567,-0.0304368816381305
sig_long_word_ratio,-0.41912181098092566,0.48083269373438675,0.13326752768677982,-0.20756197112551925,0.16114467669043694,-0.11235245501968341,-0.039149220959454833,0.039149220959454833,-0.026327781214355146,0.05123988486002458,0.3139570280324748,-0.3692497687984681,0.3942227501887681,-0.35862909704316415,-0.4411273129554883,0.20953052856674595,0.35657431636578735,0.03578539629173257,-0.2523495800528765,-0.07080258697992932,-0.11240150308194748,-0.054924254782050645,-0.13317998012657645,-0.12205563531840705,0.0661095126394592,0.8886998679092664,1.0,-0.18065006390386648,0.17501132444505435,0.044676068021667535,-0.08940855803995461,-0.0495828146307293,0.0421700947813926,0.07853676415956579,0.0105137718550676
sig_stopword_ratio,0.06815270068328025,-0.22901019460368935,0.03877497430821354,0.2295109744598628,0.1432692457666568,0.14330154742658985,-0.20040792338364793,0.20040792338364793,-0.22795976013725638,-0.003208415548148291,-0.41388683953405786,0.13936487328455086,-0.26663167835074986,0.16504630305718987,0.37137552651611466,0.2692521262298777,0.12781770300267922,-0.08030135189536197,-0.1612759462069292,-0.0764460565973463,0.005095295906537761,0.027364865522185665,-0.07109138026476897,-0.31559450267280603,0.0772998493231292,-0.378830057265604,-0.18065006390386648,1.0,0.14640548335148806,0.09927711562274072,0.03095590981186229,0.3163490925873802,-0.008781957486006678,-0.4046233703222115,0.0639444874023483
sig_digit_ratio,0.1751549540503784,0.0785783276277421,-0.20986627001258004,-0.18760911601439725,-0.15347332224752552,-0.20116426159389614,-0.10676334139019181,0.10676334139019181,-0.08461466454826258,0.08427270158529304,-0.08324576773092385,-0.0963470928150877,0.16580465224968524,-0.062044339648216755,-0.07070879227425902,0.09079752102720494,0.1593981488123688,0.058943063415604326,-0.0928928133195862,0.023177646080290878,0.09616281882753386,0.11108558976215414,-0.1926645501035648,-0.32308924488890417,0.488232079242739,0.12091560225678896,0.17501132444505435,0.14640548335148806,1.0,0.13328090017408112,-0.03771681758050527,-0.06614436159028822,0.03828668075130611,-0.16549090352118684,-0.08870261037484098
sig_percent_ratio,0.07895788954314517,0.015474300587785466,-0.06336952172854263,-0.032792089932355786,-0.047638184328838665,-0.07545074928341222,-0.27007627102608334,0.27007627102608334,-0.23196605433657713,0.19663057929750838,-0.0666257522456098,-0.02389794263316669,0.07913073689545344,0.08665855953062111,-0.07068369766328512,0.03923947359961598,0.03802877806029614,-0.002895923205447,0.06833499906915615,-0.010192977461761784,0.021786165930769673,0.03652043492954071,-0.06767643046349364,-0.02591951866762985,0.11765067586721727,0.02397808116188711,0.044676068021667535,0.09927711562274072,0.13328090017408112,1.0,-0.02038555587824879,-0.04112383799782121,0.17962051120772393,-0.17793260311631487,-0.008012394662088959
sig_intensifier_ratio,0.08551327041432226,-0.14551714892659684,-0.065790297098625,0.03837360567949173,-0.045278686569584496,0.023650276015204957,-0.08239742941185711,0.08239742941185711,-0.035836029235728026,0.14299147729375725,-0.1446768285289738,0.13650023007143883,0.010630476731562316,0.10477113304554474,0.143992689635106,0.028297458962633294,-0.1531610725353154,-0.009455368711188263,-0.009508402261264488,0.12060404805911193,0.1307250073506935,0.04033355079271062,0.05645973970862182,-0.05761700597934778,0.03875345354618907,-0.0847384983422116,-0.08940855803995461,0.03095590981186229,-0.03771681758050527,-0.02038555587824879,1.0,-0.013793384527463851,0.11777765327318891,-0.08882684054068113,-0.007085063732380952
sig_se_per_sent,-0.3137563308276273,-0.16617689152936405,0.4068885793906186,0.42297045629649954,0.37253431302389073,0.4494315986882669,-0.04619696732192069,0.04619696732192069,-0.07327154311062581,-0.07310309924262033,-0.1630336139218764,0.14275023774412943,-0.15790236293293186,0.031406033410801504,0.3507719818491925,0.01790068469340665,0.03956531446513072,-0.010068009225814767,-0.22493328913517563,-0.11184702104773649,-0.11102281568176578,-0.07897887100492869,-0.08329231674810751,-0.11015737201439611,-0.12005056667872295,-0.12499820103870889,-0.0495828146307293,0.3163490925873802,-0.06614436159028822,-0.04112383799782121,-0.013793384527463851,1.0,0.0009480985163326458,-0.16657448955494403,0.2572906161680536
sig_hedge_ratio,-0.05353366139967667,0.012347724494348128,0.0706483808522966,0.05759703589438807,0.06890198808557844,0.06287452109373676,-0.13267023795670624,0.13267023795670624,-0.07216378571312432,0.1969389598239236,-0.04085598105207784,0.009629862693528772,0.09323790026058854,0.011107691840730717,-0.03758093460661313,0.07964059008547625,0.03277516760909959,-0.056014061041274515,-0.07431339564395699,-0.04676068182547293,0.04666901638552543,-0.04538969790488668,0.0035634145021462447,-0.02676829232716195,0.030994425828190224,0.05478341249333773,0.0421700947813926,-0.008781957486006678,0.03828668075130611,0.17962051120772393,0.11777765327318891,0.0009480985163326458,1.0,-0.08410578971605187,0.08625576159325343
sig_proper_like_ratio,-0.19971476144013212,0.4792260783584248,0.18256000894142616,-0.20640760637110797,0.025758001379482625,-0.16847973812600073,0.0668778005899644,-0.0668778005899644,-0.030942472629743225,-0.22860227220739504,0.7612236227663454,-0.45329856820018355,-0.1907535854249534,-0.4053926541333609,-0.3465135023443579,-0.22099837992131646,0.2523939421546936,0.0625306195559986,0.1661756851396881,0.0002444903111640876,-0.13694304331855442,-0.03771949052389666,0.04542796999702327,0.7086328092514482,-0.09600901345112325,0.1576954817027567,0.07853676415956579,-0.4046233703222115,-0.16549090352118684,-0.17793260311631487,-0.08882684054068113,-0.16657448955494403,-0.08410578971605187,1.0,0.02771016037771181
sig_burstiness,-0.4227568845811621,-0.048466579675896085,0.5111424937378832,0.3315700427867148,0.5791776390951451,0.4212761604209967,-0.20917225516861093,0.20917225516861093,-0.15134227869470357,0.23954036614409208,-0.026511990133956744,0.011220284867219866,-0.016635647158120923,0.0510193994139612,0.09284717410207703,-0.04543276569538866,-0.04226821685724485,0.003323544247842768,-0.05567128977852641,0.08134780386416747,0.08231852851323275,-0.035599776680708295,0.06434389233090977,0.051456234513579856,-0.0562101355976726,-0.0304368816381305,0.0105137718550676,0.0639444874023483,-0.08870261037484098,-0.008012394662088959,-0.007085063732380952,0.2572906161680536,0.08625576159325343,0.02771016037771181,1.0
